tool,provider,algorithm_id,display_name,group,detection_method
Python,gdal.gdal,gdal.gdal.Band.Checksum,"Checksum(Band self, int xoff=0, int yoff=0, int * xsize=None, int * ysize=None) -> int",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.ComputeBandStats,"ComputeBandStats(Band self, int samplestep=1)",GDAL Raster,class_methods
Python,gdal.gdal,gdal.gdal.Band.ComputeRasterMinMax,"ComputeRasterMinMax(Band self, bool approx_ok=False, bool can_return_none=False) -> (min, max) or None",GDAL Raster,class_methods
Python,gdal.gdal,gdal.gdal.Band.ComputeStatistics,"ComputeStatistics(Band self, bool approx_ok, callback=None, callback_data=None) -> CPLErr",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.CreateMaskBand,"CreateMaskBand(Band self, int nFlags) -> CPLErr",GDAL I/O,class_methods
Python,gdal.gdal,gdal.gdal.Band.DeleteNoDataValue,DeleteNoDataValue(Band self) -> CPLErr,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.Fill,"Fill(Band self, double real_fill, double imag_fill=0.0) -> CPLErr",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.FlushCache,FlushCache(Band self),GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetActualBlockSize,"GetActualBlockSize(Band self, int nXBlockOff, int nYBlockOff)",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetBand,GetBand(Band self) -> int,GDAL Raster,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetBlockSize,GetBlockSize(Band self),GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetCategoryNames,GetCategoryNames(Band self) -> char **,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetColorInterpretation,GetColorInterpretation(Band self) -> GDALColorInterp,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetColorTable,GetColorTable(Band self) -> ColorTable,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetDataCoverageStatus,"GetDataCoverageStatus(Band self, int nXOff, int nYOff, int nXSize, int nYSize, int nMaskFlagStop=0) -> int",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetDataset,GetDataset(Band self) -> Dataset,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetDefaultHistogram,"GetDefaultHistogram(Band self, double * min_ret=None, double * max_ret=None, int * buckets_ret=None, GUIntBig ** ppanHistogram=None, int force=1, GDALProgressFunc callback=0, void * callback_data=None...",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetDefaultRAT,GetDefaultRAT(Band self) -> RasterAttributeTable,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetDescription,GetDescription(MajorObject self) -> char const *,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetHistogram,"GetHistogram(Band self, double min=-0.5, double max=255.5, int buckets=256, int include_out_of_range=0, int approx_ok=1, GDALProgressFunc callback=0, void * callback_data=None) -> CPLErr",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetMaskBand,GetMaskBand(Band self) -> Band,GDAL Raster,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetMaskFlags,GetMaskFlags(Band self) -> int,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetMaximum,GetMaximum(Band self),GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetMetadata,Band.GetMetadata,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetMetadataDomainList,GetMetadataDomainList(MajorObject self) -> char **,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetMetadataItem,"GetMetadataItem(MajorObject self, char const * pszName, char const * pszDomain="""") -> char const *",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetMetadata_Dict,"GetMetadata_Dict(MajorObject self, char const * pszDomain="""") -> char **",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetMetadata_List,"GetMetadata_List(MajorObject self, char const * pszDomain="""") -> char **",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetMinimum,GetMinimum(Band self),GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetNoDataValue,GetNoDataValue(Band self) -> value,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetNoDataValueAsInt64,GetNoDataValueAsInt64(Band self),GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetNoDataValueAsUInt64,GetNoDataValueAsUInt64(Band self),GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetOffset,GetOffset(Band self),GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetOverview,"GetOverview(Band self, int i) -> Band",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetOverviewCount,GetOverviewCount(Band self) -> int,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetRasterCategoryNames,GetRasterCategoryNames(Band self) -> char **,GDAL Raster,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetRasterColorInterpretation,GetRasterColorInterpretation(Band self) -> GDALColorInterp,GDAL Raster,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetRasterColorTable,GetRasterColorTable(Band self) -> ColorTable,GDAL Raster,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetSampleOverview,"GetSampleOverview(Band self, GUIntBig nDesiredSamples) -> Band",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetScale,GetScale(Band self),GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetStatistics,"GetStatistics(Band self, int approx_ok, int force) -> CPLErr",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetTiledVirtualMem,"GetTiledVirtualMem(Band self, GDALRWFlag eRWFlag, int nXOff, int nYOff, int nXSize, int nYSize, int nTileXSize, int nTileYSize, GDALDataType eBufType, size_t nCacheSize, char ** options=None) -> Virtu...",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetTiledVirtualMemArray,"Return a NumPy array for the band, seen as a virtual memory mapping with",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetUnitType,GetUnitType(Band self) -> char const *,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetVirtualMem,"GetVirtualMem(Band self, GDALRWFlag eRWFlag, int nXOff, int nYOff, int nXSize, int nYSize, int nBufXSize, int nBufYSize, GDALDataType eBufType, size_t nCacheSize, size_t nPageSizeHint, char ** options...",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetVirtualMemArray,"Return a NumPy array for the band, seen as a virtual memory mapping.",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetVirtualMemAuto,"GetVirtualMemAuto(Band self, GDALRWFlag eRWFlag, char ** options=None) -> VirtualMem",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.GetVirtualMemAutoArray,"Return a NumPy array for the band, seen as a virtual memory mapping.",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.HasArbitraryOverviews,HasArbitraryOverviews(Band self) -> bool,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.InterpolateAtPoint,Return the interpolated value at pixel and line raster coordinates.,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.IsMaskBand,IsMaskBand(Band self) -> bool,GDAL Raster,class_methods
Python,gdal.gdal,gdal.gdal.Band.ReadAsArray,Read a window of this raster band into a NumPy array.,GDAL I/O,class_methods
Python,gdal.gdal,gdal.gdal.Band.ReadAsMaskedArray,Read a window of this raster band into a NumPy masked array.,GDAL I/O,class_methods
Python,gdal.gdal,gdal.gdal.Band.ReadBlock,"ReadBlock(Band self, int xoff, int yoff, void * buf_obj=None) -> CPLErr",GDAL I/O,class_methods
Python,gdal.gdal,gdal.gdal.Band.ReadRaster,Band.ReadRaster,GDAL I/O,class_methods
Python,gdal.gdal,gdal.gdal.Band.ReadRaster1,"ReadRaster1(Band self, double xoff, double yoff, double xsize, double ysize, int * buf_xsize=None, int * buf_ysize=None, GDALDataType * buf_type=None, GIntBig * buf_pixel_space=None, GIntBig * buf_lin...",GDAL I/O,class_methods
Python,gdal.gdal,gdal.gdal.Band.SetCategoryNames,"SetCategoryNames(Band self, char ** papszCategoryNames) -> CPLErr",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.SetColorInterpretation,"SetColorInterpretation(Band self, GDALColorInterp val) -> CPLErr",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.SetColorTable,"SetColorTable(Band self, ColorTable arg) -> int",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.SetDefaultHistogram,"SetDefaultHistogram(Band self, double min, double max, int buckets_in) -> CPLErr",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.SetDefaultRAT,"SetDefaultRAT(Band self, RasterAttributeTable table) -> int",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.SetDescription,"SetDescription(MajorObject self, char const * pszNewDesc)",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.SetMetadata,"SetMetadata(MajorObject self, char ** papszMetadata, char const * pszDomain="""") -> CPLErr",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.SetMetadataItem,"SetMetadataItem(MajorObject self, char const * pszName, char const * pszValue, char const * pszDomain="""") -> CPLErr",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.SetNoDataValue,"SetNoDataValue(Band self, value) -> CPLErr",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.SetNoDataValueAsInt64,"SetNoDataValueAsInt64(Band self, GIntBig v) -> CPLErr",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.SetNoDataValueAsUInt64,"SetNoDataValueAsUInt64(Band self, GUIntBig v) -> CPLErr",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.SetOffset,"SetOffset(Band self, double val) -> CPLErr",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.SetRasterCategoryNames,"SetRasterCategoryNames(Band self, char ** names) -> CPLErr",GDAL Raster,class_methods
Python,gdal.gdal,gdal.gdal.Band.SetRasterColorInterpretation,"SetRasterColorInterpretation(Band self, GDALColorInterp val) -> CPLErr",GDAL Raster,class_methods
Python,gdal.gdal,gdal.gdal.Band.SetRasterColorTable,"SetRasterColorTable(Band self, ColorTable arg) -> int",GDAL Raster,class_methods
Python,gdal.gdal,gdal.gdal.Band.SetScale,"SetScale(Band self, double val) -> CPLErr",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.SetStatistics,"SetStatistics(Band self, double min, double max, double mean, double stddev) -> CPLErr",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.SetUnitType,"SetUnitType(Band self, char const * val) -> CPLErr",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Band.WriteArray,Write the contents of a NumPy array to a Band.,GDAL I/O,class_methods
Python,gdal.gdal,gdal.gdal.Band.WriteRaster,Write the contents of a buffer to a dataset.,GDAL I/O,class_methods
Python,gdal.gdal,gdal.gdal.BuildVRT,Build a VRT from a list of datasets.,GDAL General,introspection
Python,gdal.gdal,gdal.gdal.BuildVRTInternalNames,"BuildVRTInternalNames(char const * dest, char ** source_filenames, GDALBuildVRTOptions options, GDALProgressFunc callback=0, void * callback_data=None) -> Dataset",GDAL General,introspection
Python,gdal.gdal,gdal.gdal.BuildVRTInternalObjects,"BuildVRTInternalObjects(char const * dest, int object_list_count, GDALBuildVRTOptions options, GDALProgressFunc callback=0, void * callback_data=None) -> Dataset",GDAL General,introspection
Python,gdal.gdal,gdal.gdal.BuildVRTOptions,Create a BuildVRTOptions() object that can be passed to gdal.BuildVRT(),GDAL General,introspection
Python,gdal.gdal,gdal.gdal.CPLBinaryToHex,CPLBinaryToHex(int nBytes) -> retStringAndCPLFree *,GDAL General,introspection
Python,gdal.gdal,gdal.gdal.CPLHexToBinary,"CPLHexToBinary(char const * pszHex, int * pnBytes) -> GByte *",GDAL General,introspection
Python,gdal.gdal,gdal.gdal.CPLReadLineL,CPLReadLineL(VSILFILE fp) -> char const *,GDAL I/O,introspection
Python,gdal.gdal,gdal.gdal.ClearCredentials,ClearCredentials(char const * pszPathPrefix=None),GDAL General,introspection
Python,gdal.gdal,gdal.gdal.ClearPathSpecificOptions,ClearPathSpecificOptions(char const * pszPathPrefix=None),GDAL General,introspection
Python,gdal.gdal,gdal.gdal.CloseDir,CloseDir(VSIDIR * dir),GDAL General,introspection
Python,gdal.gdal,gdal.gdal.ColorTable.Clone,Clone(ColorTable self) -> ColorTable,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.ColorTable.CreateColorRamp,"CreateColorRamp(ColorTable self, int nStartIndex, ColorEntry startcolor, int nEndIndex, ColorEntry endcolor)",GDAL I/O,class_methods
Python,gdal.gdal,gdal.gdal.ColorTable.GetColorEntry,"GetColorEntry(ColorTable self, int entry) -> ColorEntry",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.ColorTable.GetColorEntryAsRGB,"GetColorEntryAsRGB(ColorTable self, int entry, ColorEntry centry) -> int",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.ColorTable.GetCount,GetCount(ColorTable self) -> int,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.ColorTable.GetPaletteInterpretation,GetPaletteInterpretation(ColorTable self) -> GDALPaletteInterp,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.ColorTable.SetColorEntry,"SetColorEntry(ColorTable self, int entry, ColorEntry centry)",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.ComputeMedianCutPCT,"ComputeMedianCutPCT(Band red, Band green, Band blue, int num_colors, ColorTable colors, GDALProgressFunc callback=0, void * callback_data=None) -> int",GDAL General,introspection
Python,gdal.gdal,gdal.gdal.ComputeProximity,"ComputeProximity(Band srcBand, Band proximityBand, char ** options=None, GDALProgressFunc callback=0, void * callback_data=None) -> int",GDAL General,introspection
Python,gdal.gdal,gdal.gdal.ConfigurePythonLogging,Configure GDAL to use Python's logging framework ,GDAL General,introspection
Python,gdal.gdal,gdal.gdal.ContourGenerate,"ContourGenerate(Band srcBand, double contourInterval, double contourBase, int fixedLevelCount, int useNoData, double noDataValue, Layer dstLayer, int idField, int elevField, GDALProgressFunc callback=...",GDAL General,introspection
Python,gdal.gdal,gdal.gdal.ContourGenerateEx,"ContourGenerateEx(Band srcBand, Layer dstLayer, char ** options=None, GDALProgressFunc callback=0, void * callback_data=None) -> int",GDAL General,introspection
Python,gdal.gdal,gdal.gdal.CopyFile,"CopyFile(char const * pszSource, char const * pszTarget, VSILFILE fpSource=None, GIntBig nSourceSize=-1, char ** options=None, GDALProgressFunc callback=0, void * callback_data=None) -> int",GDAL General,introspection
Python,gdal.gdal,gdal.gdal.CopyFileRestartable,"CopyFileRestartable(char const * pszSource, char const * pszTarget, char const * pszInputPayload, char ** options=None, GDALProgressFunc callback=0, void * callback_data=None)",GDAL General,introspection
Python,gdal.gdal,gdal.gdal.CreatePansharpenedVRT,"CreatePansharpenedVRT(char const * pszXML, Band panchroBand, int nInputSpectralBands) -> Dataset",GDAL I/O,introspection
Python,gdal.gdal,gdal.gdal.CreateRasterAttributeTableFromMDArrays,"CreateRasterAttributeTableFromMDArrays(GDALRATTableType eTableType, int nArrays, int nUsages=0) -> RasterAttributeTable",GDAL I/O,introspection
Python,gdal.gdal,gdal.gdal.DEMProcessing,Apply a DEM processing.,GDAL General,introspection
Python,gdal.gdal,gdal.gdal.DEMProcessingInternal,"DEMProcessingInternal(char const * dest, Dataset dataset, char const * pszProcessing, char const * pszColorFilename, GDALDEMProcessingOptions options, GDALProgressFunc callback=0, void * callback_data...",GDAL General,introspection
Python,gdal.gdal,gdal.gdal.DEMProcessingOptions,Create a DEMProcessingOptions() object that can be passed to gdal.DEMProcessing(),GDAL General,introspection
Python,gdal.gdal,gdal.gdal.DataTypeIsComplex,DataTypeIsComplex(GDALDataType eDataType) -> int,GDAL General,introspection
Python,gdal.gdal,gdal.gdal.DataTypeUnion,"DataTypeUnion(GDALDataType a, GDALDataType b) -> GDALDataType",GDAL General,introspection
Python,gdal.gdal,gdal.gdal.Dataset.AbortSQL,AbortSQL(Dataset self) -> OGRErr,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.AddBand,"AddBand(Dataset self, GDALDataType datatype=GDT_Byte, char ** options=None) -> CPLErr",GDAL Raster,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.AddFieldDomain,"AddFieldDomain(Dataset self, FieldDomain fieldDomain) -> bool",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.AddRelationship,"AddRelationship(Dataset self, Relationship relationship) -> bool",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.AdviseRead,"AdviseRead(Dataset self, int xoff, int yoff, int xsize, int ysize, int * buf_xsize=None, int * buf_ysize=None, GDALDataType * buf_type=None, int band_list=0, char ** options=None) -> CPLErr",GDAL I/O,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.BeginAsyncReader,Dataset.BeginAsyncReader,GDAL I/O,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.BuildOverviews,"BuildOverviews(Dataset self, char const * resampling=""NEAREST"", int overviewlist=0, GDALProgressFunc callback=0, void * callback_data=None, char ** options=None) -> int",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.ClearStatistics,ClearStatistics(Dataset self),GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.Close,Close(Dataset self) -> CPLErr,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.CommitTransaction,CommitTransaction(Dataset self) -> OGRErr,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.CopyLayer,"CopyLayer(Dataset self, Layer src_layer, char const * new_name, char ** options=None) -> Layer",GDAL Vector,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.CreateLayer,"CreateLayer(Dataset self, char const * name, SpatialReference srs=None, OGRwkbGeometryType geom_type=wkbUnknown, char ** options=None) -> Layer",GDAL I/O,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.CreateLayerFromGeomFieldDefn,"CreateLayerFromGeomFieldDefn(Dataset self, char const * name, GeomFieldDefn geom_field, char ** options=None) -> Layer",GDAL I/O,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.CreateMaskBand,"CreateMaskBand(Dataset self, int nFlags) -> CPLErr",GDAL I/O,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.DeleteFieldDomain,"DeleteFieldDomain(Dataset self, char const * name) -> bool",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.DeleteLayer,Delete the indicated layer from the Dataset.,GDAL Vector,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.DeleteRelationship,"DeleteRelationship(Dataset self, char const * name) -> bool",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.Destroy,Dataset.Destroy,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.EndAsyncReader,"EndAsyncReader(Dataset self, AsyncReader ario)",GDAL I/O,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.ExecuteSQL,"ExecuteSQL(self, statement, spatialFilter: ogr.Geometry = None, dialect: Optional[str] = """", keep_ref_on_ds=False) -> ogr.Layer",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.FlushCache,FlushCache(Dataset self) -> CPLErr,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.GetDescription,GetDescription(MajorObject self) -> char const *,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.GetDriver,GetDriver(Dataset self) -> Driver,GDAL I/O,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.GetFieldDomain,"GetFieldDomain(Dataset self, char const * name) -> FieldDomain",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.GetFieldDomainNames,"GetFieldDomainNames(Dataset self, char ** options=None) -> char **",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.GetFileList,GetFileList(Dataset self) -> char **,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.GetGCPCount,GetGCPCount(Dataset self) -> int,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.GetGCPProjection,GetGCPProjection(Dataset self) -> char const *,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.GetGCPSpatialRef,GetGCPSpatialRef(Dataset self) -> SpatialReference,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.GetGCPs,GetGCPs(Dataset self),GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.GetGeoTransform,"GetGeoTransform(Dataset self, int * can_return_null=None)",GDAL Geometric,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.GetLayer,Get the indicated layer from the Dataset,GDAL Vector,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.GetLayerByIndex,"GetLayerByIndex(Dataset self, int index=0) -> Layer",GDAL Vector,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.GetLayerByName,"GetLayerByName(Dataset self, char const * layer_name) -> Layer",GDAL Vector,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.GetLayerCount,GetLayerCount(Dataset self) -> int,GDAL Vector,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.GetMetadata,Dataset.GetMetadata,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.GetMetadataDomainList,GetMetadataDomainList(MajorObject self) -> char **,GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.GetMetadataItem,"GetMetadataItem(MajorObject self, char const * pszName, char const * pszDomain="""") -> char const *",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.GetMetadata_Dict,"GetMetadata_Dict(MajorObject self, char const * pszDomain="""") -> char **",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.GetMetadata_List,"GetMetadata_List(MajorObject self, char const * pszDomain="""") -> char **",GDAL General,class_methods
Python,gdal.gdal,gdal.gdal.Dataset.GetName,Dataset.GetName,GDAL General,class_methods
